S.No,Headline,Source,Link,Category,Cleaned_Text,Sentiment
240,"Russia wants to expand war against Ukraine, Zelenskyy warns at UN",Hindu,https://www.thehindu.com/news/international/russia-wants-to-expand-war-against-ukraine-zelenskyy-warns-at-un/article70091705.ece,International,russia wants expand war ukraine zelenskyy warns,Positive
241,New $100k H1B visa fee could threaten Indian students’ American dream,Hindu,https://www.thehindu.com/data/the-new-100k-visa-fee-could-threaten-indian-students-american-dream/article70090340.ece,International,new visa fee could threaten indian students american dream,Positive
242,"Ukraine restores diplomatic ties with Syria, says Zelenskyy",Hindu,https://www.thehindu.com/news/international/ukraine-restores-diplomatic-ties-with-syria-says-zelenskyy/article70090904.ece,International,ukraine restores diplomatic ties syria says zelenskyy,Neutral
243,6.2-magnitude earthquake hits northwest Venezuela,Hindu,https://www.thehindu.com/news/international/61-magnitude-earthquake-hits-northwest-venezuela/article70090905.ece,International,magnitude earthquake hits northwest venezuela,Neutral
244,Trump says he was victim of ‘triple sabotage’ at UN and Secret Service is looking into the matter,Hindu,https://www.thehindu.com/news/international/trump-says-he-was-victim-of-triple-sabotage-at-un-and-secret-service-is-looking-into-the-matter/article70090903.ece,International,trump says victim triple sabotage secret service looking matter,Negative
245,"Israel says conclusion of talks with Syria contingent on demilitarisation, safeguarding Druze",Hindu,https://www.thehindu.com/news/international/israel-says-conclusion-of-talks-with-syria-contingent-on-demilitarisation-safeguarding-druze/article70090891.ece,International,israel says conclusion talks syria contingent demilitarisation safeguarding druze,Negative
246,Former President Mutharika wins Malawi election to oust longtime rival Chakwera,Hindu,https://www.thehindu.com/news/international/former-president-mutharika-wins-malawi-election-to-oust-longtime-rival-chakwera/article70090740.ece,International,former president mutharika wins malawi election oust longtime rival chakwera,Positive
247,Typhoon Ragasa slams into south China after killing 14 in Taiwan,Hindu,https://www.thehindu.com/news/international/typhoon-ragasa-slams-into-south-china-after-killing-14-in-taiwan/article70090738.ece,International,typhoon ragasa slams south china killing taiwan,Neutral
248,Strike on market in Sudan's El-Fasher kills 15 people,Hindu,https://www.thehindu.com/news/international/strike-on-market-in-sudans-el-fasher-kills-15-people/article70089709.ece,International,strike market sudans elfasher kills people,Neutral
249,"1 detainee killed and 2 others critically injured in Dallas ICE facility, Homeland Security says",Hindu,https://www.thehindu.com/news/international/1-detainee-killed-and-2-others-critically-injured-in-dallas-ice-facility-homeland-security-says/article70090733.ece,International,detainee killed others critically injured dallas ice facility homeland security says,Negative
250,"UNGA 80: Jaishankar holds bilateral talks with counterparts from Mexico, Cyprus, Pacific nations",Hindu,https://www.thehindu.com/news/national/eam-jaishankar-hosts-fipic-foreign-ministers-meeting-in-new-york/article70090730.ece,International,unga jaishankar holds bilateral talks counterparts mexico cyprus pacific nations,Neutral
251,"Trump 'incredibly impatient' with Russia on Ukraine, Vance says",Hindu,https://www.thehindu.com/news/international/trump-incredibly-impatient-with-russia-on-ukraine-vance-says/article70090709.ece,International,trump incredibly impatient russia ukraine vance says,Negative
252,U.S. envoy Witkoff confident of 'some sort of breakthrough' on Gaza in coming days,Hindu,https://www.thehindu.com/news/international/us-envoy-witkoff-confident-of-some-sort-of-breakthrough-on-gaza-in-coming-days/article70090696.ece,International,envoy witkoff confident sort breakthrough gaza coming days,Positive
253,Israeli forces kill 15 Palestinians: Gaza civil defence,Hindu,https://www.thehindu.com/news/international/israeli-forces-kill-15-palestinians-gaza-civil-defence/article70089616.ece,International,israeli forces kill palestinians gaza civil defence,Neutral
254,Watch: 3 people shot at Dallas ICE facility; shooter dead,Hindu,https://www.thehindu.com/shorts/watch-3-people-shot-at-dallas-ice-facility-shooter-dead/article70090539.ece,International,watch people shot dallas ice facility shooter dead,Negative
255,Man arrested in U.K. over alleged cyberattack that affected European airports,Hindu,https://www.thehindu.com/news/international/man-arrested-in-uk-over-alleged-cyberattack-that-affected-european-airports/article70090516.ece,International,man arrested alleged cyberattack affected european airports,Negative
256,Watch: ‘Trump’s patience isn’t infinite!’: Rubio warns Russia,Hindu,https://www.thehindu.com/shorts/watch-trumps-patience-isnt-infinite-rubio-warns-russia/article70089320.ece,International,watch trumps patience isnt infinite rubio warns russia,Neutral
257,3 people shot at Dallas ICE facility; shooter dead,Hindu,https://www.thehindu.com/news/international/three-injured-in-shooting-at-ice-facility-in-dallas-local-media-reports/article70089189.ece,International,people shot dallas ice facility shooter dead,Negative
258,Watch: U.S. overhauls H1B visa system: who will really benefit?,Hindu,https://www.thehindu.com/videos/watch-us-overhauls-h1b-visa-system-who-will-really-benefit/article70089034.ece,International,watch overhauls visa system really benefit,Positive
259,Pakistan PM Shehbaz to travel to Washington to meet President Trump on September 25,Hindu,https://www.thehindu.com/news/international/pakistan-pm-shehbaz-to-travel-to-washington-to-meet-president-trump-on-september-25/article70088705.ece,International,pakistan shehbaz travel washington meet president trump september,Neutral
260,"Kremlin says Trump claims on war in Ukraine are mistaken, offers ‘real information’",Hindu,https://www.thehindu.com/news/international/us-washing-hands-of-matter-nationalists-mock-trump-u-turn-as-kremlin-rejects-trump-claims-on-russia-ukraine-war/article70088259.ece,International,kremlin says trump claims war ukraine mistaken offers real information,Positive
261,Massive sinkhole in Bangkok street forces evacuations,Hindu,https://www.thehindu.com/news/international/massive-sinkhole-in-bangkok-street-forces-evacuations/article70088494.ece,International,massive sinkhole bangkok street forces evacuations,Neutral
262,"After mechanical challenges, U.N. says Trump’s team to blame for nonworking escalator, teleprompter",Hindu,https://www.thehindu.com/news/international/after-mechanical-challenges-un-says-trumps-team-to-blame-for-nonworking-escalator-teleprompter/article70088448.ece,International,mechanical challenges says trumps team blame nonworking escalator teleprompter,Neutral
263,"U.S., E.U. trading with Moscow too: China dismisses Trump’s ‘primary funder’ of Ukraine war criticism over Russian oil purchases",Hindu,https://www.thehindu.com/news/international/china-us-eu-india-trump-russia-ukraine-war-oil-trade-funding-trade/article70088291.ece,International,trading moscow china dismisses trumps primary funder ukraine war criticism russian oil purchases,Positive
264,How a SIM farm like the one found near the UN threatens telecom networks,Hindu,https://www.thehindu.com/sci-tech/technology/how-a-sim-farm-like-the-one-found-near-the-un-threatens-telecom-networks/article70088064.ece,International,sim farm like one found near threatens telecom networks,Positive
265,"‘India is mostly with us’, says Zelenskyy",Hindu,https://www.thehindu.com/news/international/india-mostly-with-us-says-ukrainian-president-zelenskyy/article70088115.ece,International,india mostly says zelenskyy,Positive
266,Typhoon Ragasa: Hong Kong’s airlines evacuate planes as they wait out year’s strongest storm,Hindu,https://www.thehindu.com/news/international/super-typhoon-ragasa-hong-kong-china-taiwan-casualties-landflall-storm-cyclone/article70088049.ece,International,typhoon ragasa hong kongs airlines evacuate planes wait years strongest storm,Neutral
267,"Watch: Typhoon Ragasa: Lake burst Kills 14, 124 missing in Taiwan",Hindu,https://www.thehindu.com/shorts/watch-typhoon-ragasa-lake-burst-kills-14-124-missing-in-taiwan/article70088018.ece,International,watch typhoon ragasa lake burst kills missing taiwan,Negative
268,First U.S. Artemis astronaut mission around the moon on track for April,Hindu,https://www.thehindu.com/sci-tech/science/first-us-artemis-astronaut-mission-around-the-moon-on-track-for-april/article70087500.ece,International,first artemis astronaut mission around moon track april,Positive
269,H-1B visa | The Hindu’s coverage on U.S. work immigration visa fee hike and its impact,Hindu,https://www.thehindu.com/news/international/h-1b-visa-the-hindus-coverage-on-us-work-immigration-visa-fee-hike-and-its-impact/article70087483.ece,International,visa hindus coverage work immigration visa fee hike impact,Neutral
270,"Global South must work together, says Jaishankar",Hindu,https://www.thehindu.com/news/national/external-affairs-minister-jaishankar-calls-for-stronger-global-south-solidarity-collective-push-for-united-nations-reform/article70087554.ece,International,global south must work together says jaishankar,Neutral
271,Palestine state recognition ‘when not if’: Japan PM Shigeru Ishiba,Hindu,https://www.thehindu.com/news/international/palestine-state-recognition-unga-japan-pm-global-reactions/article70087480.ece,International,palestine state recognition japan shigeru ishiba,Neutral
272,Activists say Gaza aid flotilla attacked by ‘multiple drone’,Hindu,https://www.thehindu.com/news/international/activists-say-gaza-aid-flotilla-attacked-by-multiple-drone/article70087450.ece,International,activists say gaza aid flotilla attacked multiple drone,Neutral
273,Macron says Trump should stop Gaza war if he wants Nobel peace prize,Hindu,https://www.thehindu.com/news/international/macron-says-trump-should-stop-gaza-war-if-he-wants-nobel-peace-prize/article70087355.ece,International,macron says trump stop gaza war wants nobel peace prize,Positive
274,"14 killed, 124 missing in Taiwan after barrier lake burst",Hindu,https://www.thehindu.com/news/international/casualities-in-taiwan-super-typhoon-ragasa-barrier-lake-burst/article70087316.ece,International,killed missing taiwan barrier lake burst,Negative
275,The mapping of the India-China border,Hindu,https://www.thehindu.com/news/international/the-mapping-of-the-india-china-border/article70086074.ece,International,mapping indiachina border,Neutral
276,Turkiye’s Erdogan again refers to Kashmir issue in UNGA address,Hindu,https://www.thehindu.com/news/international/turkeys-erdogan-again-refers-to-kashmir-issue-in-unga-address/article70087235.ece,International,turkiyes erdogan refers kashmir issue unga address,Neutral
